Lat,Lon,Title,Continent,Country or area,City,X.1,Statistical concept,2000,2000_tooltip,2016,2016_tooltip,2030,2000-2016,2016-2030,Total population,Urban population,category
47.36,8.5,null,Europe,Switzerland,Zürich (Zurich),"Switzerland, Zürich (Zurich)",Urban Agglomeration,1078,1.1 million,1259,1.3 million,1494,1,1.2,15.1,20.5,between 0 and 2.5
47.5,19.04,null,Europe,Hungary,Budapest,"Hungary, Budapest",City Proper,1787,1.8 million,1712,1.7 million,1811,-0.3,0.4,17.3,24.2,negative
47.63,-122.33,null,North America,United States of America,Seattle,"United States of America, Seattle",Urban Agglomeration,2720,2.7 million,3278,3.3 million,3709,1.2,0.9,1,1.2,between 0 and 2.5
47.91,106.88,null,Asia,Mongolia,Ulaanbaatar,"Mongolia, Ulaanbaatar",City Proper,765,0.8 million,1421,1.4 million,1850,3.9,1.9,47.9,65.8,between 2.5 and 5
48.14,11.57,null,Europe,Germany,München (Munich),"Germany, München (Munich)",City Proper,1202,1.2 million,1454,1.5 million,1548,1.2,0.4,1.8,2.3,between 0 and 2.5
48.21,16.37,null,Europe,Austria,Wien (Vienna),"Austria, Wien (Vienna)",City Proper,1549,1.5 million,1763,1.8 million,1959,0.8,0.8,20.5,31.1,between 0 and 2.5
48.72,44.5,null,Europe,Russian Federation,Volgograd,"Russian Federation, Volgograd",City Proper,1010,1.0 million,1020,1.0 million,1032,0.1,0.1,0.7,1,between 0 and 2.5
48.85,2.35,null,Europe,France,Paris,"France, Paris",Urban Agglomeration,9737,9.7 million,10925,10.9 million,11803,0.7,0.6,16.7,21,between 0 and 2.5
49.25,-123.12,null,North America,Canada,Vancouver,"Canada, Vancouver",Metropolitan area,1959,2.0 million,2523,2.5 million,2930,1.6,1.1,7,8.5,between 0 and 2.5
49.98,36.25,null,Europe,Ukraine,Kharkiv,"Ukraine, Kharkiv",City Proper,1484,1.5 million,1438,1.4 million,1393,-0.2,-0.2,3.2,4.6,negative
50.09,14.42,null,Europe,Czech Republic,Praha (Prague),"Czech Republic, Praha (Prague)",City Proper,1172,1.2 million,1324,1.3 million,1437,0.8,0.6,12.2,16.8,between 0 and 2.5
50.45,30.52,null,Europe,Ukraine,Kyiv (Kiev),"Ukraine, Kyiv (Kiev)",City Proper,2606,2.6 million,2966,3.0 million,3038,0.8,0.2,6.7,9.6,between 0 and 2.5
50.63,3.06,null,Europe,France,Lille,"France, Lille",Urban Agglomeration,1002,1.0 million,1030,1.0 million,1142,0.2,0.7,1.6,2,between 0 and 2.5
50.85,4.35,null,Europe,Belgium,Bruxelles-Brussel,"Belgium, Bruxelles-Brussel",Metropolitan area,1792,1.8 million,2061,2.1 million,2203,0.9,0.5,18.4,18.8,between 0 and 2.5
50.93,6.95,null,Europe,Germany,Köln (Cologne),"Germany, Köln (Cologne)",City Proper,963,1.0 million,1042,1.0 million,1095,0.5,0.4,1.3,1.7,between 0 and 2.5
51.04,-114.06,null,North America,Canada,Calgary,"Canada, Calgary",Metropolitan area,927,0.9 million,1365,1.4 million,1630,2.4,1.3,3.8,4.6,between 0 and 2.5
51.51,-0.13,null,Europe,United Kingdom,London,"United Kingdom, London",Urban Agglomeration,8613,8.6 million,10434,10.4 million,11467,1.2,0.7,16.3,19.6,between 0 and 2.5
52.23,21.01,null,Europe,Poland,Warszawa (Warsaw),"Poland, Warszawa (Warsaw)",City Proper,1666,1.7 million,1727,1.7 million,1791,0.2,0.3,4.5,7.5,between 0 and 2.5
52.37,4.89,null,Europe,Netherlands,Amsterdam,"Netherlands, Amsterdam",Urban Agglomeration,1005,1.0 million,1099,1.1 million,1213,0.6,0.7,6.5,7.1,between 0 and 2.5
52.48,-1.9,null,Europe,United Kingdom,Birmingham (West Midlands),"United Kingdom, Birmingham (West Midlands)",Urban Agglomeration,2280,2.3 million,2533,2.5 million,2808,0.7,0.7,3.9,4.8,between 0 and 2.5
52.52,13.41,null,Europe,Germany,Berlin,"Germany, Berlin",City Proper,3384,3.4 million,3578,3.6 million,3658,0.3,0.2,4.3,5.7,between 0 and 2.5
53.2,50.15,null,Europe,Russian Federation,Samara,"Russian Federation, Samara",City Proper,1173,1.2 million,1162,1.2 million,1171,-0.1,0.1,0.8,1.1,negative
53.33,-6.25,null,Europe,Ireland,Dublin,"Ireland, Dublin",Urban Agglomeration,989,1.0 million,1185,1.2 million,1467,1.1,1.5,24.8,39,between 0 and 2.5
53.48,-2.24,null,Europe,United Kingdom,Manchester,"United Kingdom, Manchester",Urban Agglomeration,2345,2.3 million,2668,2.7 million,2968,0.8,0.8,4.2,5,between 0 and 2.5
53.54,-113.5,null,North America,Canada,Edmonton,"Canada, Edmonton",Metropolitan area,924,0.9 million,1298,1.3 million,1547,2.1,1.3,3.6,4.4,between 0 and 2.5
53.55,10,null,Europe,Germany,Hamburg,"Germany, Hamburg",City Proper,1710,1.7 million,1839,1.8 million,1906,0.5,0.3,2.2,3,between 0 and 2.5
53.8,-1.76,null,Europe,United Kingdom,West Yorkshire,"United Kingdom, West Yorkshire",Urban Agglomeration,1495,1.5 million,1944,1.9 million,2235,1.6,1,3,3.7,between 0 and 2.5
53.9,27.57,null,Europe,Belarus,Minsk,"Belarus, Minsk",Urban Agglomeration,1700,1.7 million,1925,1.9 million,1942,0.8,0.1,20.9,27.1,between 0 and 2.5
54.79,56.05,null,Europe,Russian Federation,Ufa,"Russian Federation, Ufa",City Proper,1049,1.0 million,1069,1.1 million,1085,0.1,0.1,0.8,1,between 0 and 2.5
55,73.4,null,Europe,Russian Federation,Omsk,"Russian Federation, Omsk",City Proper,1136,1.1 million,1161,1.2 million,1175,0.1,0.1,0.8,1.1,between 0 and 2.5
55.04,82.93,null,Europe,Russian Federation,Novosibirsk,"Russian Federation, Novosibirsk",City Proper,1426,1.4 million,1498,1.5 million,1517,0.3,0.1,1.1,1.4,between 0 and 2.5
55.15,61.43,null,Europe,Russian Federation,Chelyabinsk,"Russian Federation, Chelyabinsk",City Proper,1082,1.1 million,1160,1.2 million,1187,0.4,0.2,0.8,1.1,between 0 and 2.5
55.68,12.57,null,Europe,Denmark,København (Copenhagen),"Denmark, København (Copenhagen)",Urban Agglomeration,1077,1.1 million,1281,1.3 million,1455,1.1,0.9,22.5,25.7,between 0 and 2.5
55.75,37.62,null,Europe,Russian Federation,Moskva (Moscow),"Russian Federation, Moskva (Moscow)",City Proper,10005,10.0 million,12260,12.3 million,12200,1.3,0,8.7,11.7,between 0 and 2.5
55.79,49.12,null,Europe,Russian Federation,Kazan,"Russian Federation, Kazan",City Proper,1096,1.1 million,1163,1.2 million,1185,0.4,0.1,0.8,1.1,between 0 and 2.5
55.87,-4.26,null,Europe,United Kingdom,Glasgow,"United Kingdom, Glasgow",Urban Agglomeration,1180,1.2 million,1227,1.2 million,1360,0.2,0.7,1.9,2.3,between 0 and 2.5
56.01,92.79,null,Europe,Russian Federation,Krasnoyarsk,"Russian Federation, Krasnoyarsk",City Proper,911,0.9 million,1013,1.0 million,1047,0.7,0.2,0.7,1,between 0 and 2.5
56.33,44,null,Europe,Russian Federation,Nizhniy Novgorod,"Russian Federation, Nizhniy Novgorod",City Proper,1331,1.3 million,1200,1.2 million,1060,-0.6,-0.9,0.8,1.1,negative
56.86,60.61,null,Europe,Russian Federation,Yekaterinburg,"Russian Federation, Yekaterinburg",City Proper,1303,1.3 million,1381,1.4 million,1407,0.4,0.1,1,1.3,between 0 and 2.5
59.33,18.06,null,Europe,Sweden,Stockholm,"Sweden, Stockholm",Urban Agglomeration,1206,1.2 million,1507,1.5 million,1757,1.4,1.1,15.4,18,between 0 and 2.5
59.91,10.75,null,Europe,Norway,Oslo,"Norway, Oslo",Urban Agglomeration,774,0.8 million,1002,1.0 million,1186,1.6,1.2,19.3,23.9,between 0 and 2.5
59.93,30.33,null,Europe,Russian Federation,Sankt Peterburg (Saint Petersburg),"Russian Federation, Sankt Peterburg (Saint Petersburg)",City Proper,4719,4.7 million,5001,5.0 million,4955,0.4,-0.1,3.5,4.8,between 0 and 2.5
60.17,24.94,null,Europe,Finland,Helsinki,"Finland, Helsinki",Urban Agglomeration,1019,1.0 million,1190,1.2 million,1293,1,0.6,21.7,25.7,between 0 and 2.5
